Year,Rk,Name,YoB,Votes,NumBallots,pct,active
1995,31,Willie Hernandez,1,2,460,0.43,0
1995,32,Bob Forsch,1,2,460,0.43,0
1995,33,Mike Krukow,1,1,460,0.22,0
1995,34,Chris Speier,1,1,460,0.22,0
1995,35,Jim Sundberg,1,1,460,0.22,0
1995,36,Greg Gross,1,0,460,0,0
1995,37,Manny Trillo,1,0,460,0,0
1995,38,Doyle Alexander,1,0,460,0,0
1995,39,Rick Rhoden,1,0,460,0,0
1994,1,Steve Carlton,1,436,456,95.61,0
1994,2,Orlando Cepeda,15,335,456,73.46,0
1994,3,Phil Niekro,2,273,456,59.87,0
1994,4,Tony Perez,3,263,456,57.68,0
1994,5,Don Sutton,1,259,456,56.8,0
1994,6,Steve Garvey,2,166,456,36.4,0
1994,7,Tony Oliva,13,158,456,34.65,0
1994,8,Ron Santo,11,150,456,32.89,0
1994,9,Bruce Sutter,1,109,456,23.9,0
1994,10,Jim Kaat,6,98,456,21.49,0
1994,11,Dick Allen,11,66,456,14.47,0
1994,12,Ken Boyer,15,54,456,11.84,0
1994,13,Joe Torre,12,53,456,11.62,0
1994,14,Vada Pinson,13,46,456,10.09,0
1994,15,Minnie Minoso,10,45,456,9.87,0
1994,16,Luis Tiant,7,42,456,9.21,0
1994,17,Curt Flood,13,39,456,8.55,0
1994,18,Graig Nettles,1,38,456,8.33,0
1994,19,Bobby Bonds,8,37,456,8.11,0
1994,20,Rusty Staub,4,36,456,7.89,0
1994,21,Dave Concepcion,1,31,456,6.8,0
1994,22,Thurman Munson,14,31,456,6.8,0
1994,23,Ron Guidry,1,24,456,5.26,0
1994,24,Mickey Lolich,10,23,456,5.04,0
1994,25,Pete Rose,3,19,456,4.17,0
1994,26,Ted Simmons,1,17,456,3.73,0
1994,27,George Foster,3,16,456,3.51,0
1994,28,Vida Blue,3,14,456,3.07,0
1994,29,Don Baylor,1,12,456,2.63,0
1994,30,Joe Niekro,1,6,456,1.32,0
1994,31,Larry Parrish,1,2,456,0.44,0
1994,32,Jose Cruz,1,2,456,0.44,0
1994,33,Phil Garner,1,2,456,0.44,0
1994,34,Ray Knight,1,1,456,0.22,0
1994,35,Scott McGregor,1,0,456,0,0
1994,36,Mario Soto,1,0,456,0,0
1994,37,George Hendrick,1,0,456,0,0
1994,38,Bob Horner,1,0,456,0,0
1994,39,Chris Chambliss,1,0,456,0,0
1993,1,Reggie Jackson,1,396,423,93.62,0
1993,2,Phil Niekro,1,278,423,65.72,0
1993,3,Orlando Cepeda,14,252,423,59.57,0
1993,4,Tony Perez,2,233,423,55.08,0
1993,5,Steve Garvey,1,176,423,41.61,0
1993,6,Tony Oliva,12,157,423,37.12,0
1993,7,Ron Santo,10,155,423,36.64,0
1993,8,Jim Kaat,5,125,423,29.55,0
1993,9,Dick Allen,10,70,423,16.55,0
1993,10,Ken Boyer,14,69,423,16.31,0
1993,11,Minnie Minoso,9,67,423,15.84,0
1993,12,Joe Torre,11,63,423,14.89,0
1993,13,Luis Tiant,6,62,423,14.66,0
1993,14,Bobby Bonds,7,45,423,10.64,0
1993,15,Mickey Lolich,9,43,423,10.17,0
1993,16,Thurman Munson,13,40,423,9.46,0
1993,17,Vada Pinson,12,38,423,8.98,0
1993,18,Vida Blue,2,37,423,8.75,0
1993,19,Curt Flood,12,36,423,8.51,0
1993,20,Rusty Staub,3,32,423,7.57,0
1993,21,George Foster,2,29,423,6.86,0
1993,22,Bill Madlock,1,19,423,4.49,0
1993,23,Pete Rose,2,14,423,3.31,0
1993,24,Ron Cey,1,8,423,1.89,0
1993,25,Doug DeCinces,1,2,423,0.47,0
1993,26,Davey Lopes,1,2,423,0.47,0
1993,27,Andre Thornton,1,2,423,0.47,0
1993,28,Bill Campbell,1,1,423,0.24,0
1993,29,Gary Matthews,1,0,423,0,0
1993,30,Hal McRae,1,0,423,0,0
1993,31,Darrell Porter,1,0,423,0,0
1993,32,Cecil Cooper,1,0,423,0,0
1993,33,Rick Burleson,1,0,423,0,0
1992,1,Tom Seaver,1,425,430,98.84,0
1992,2,Rollie Fingers,2,349,430,81.16,0
1992,3,Orlando Cepeda,13,246,430,57.21,0
1992,4,Tony Perez,1,215,430,50,0
1992,5,Bill Mazeroski,15,182,430,42.33,0
1992,6,Tony Oliva,11,175,430,40.7,0
1992,7,Ron Santo,9,136,430,31.63,0
1992,8,Jim Kaat,4,114,430,26.51,0
1992,9,Maury Wills,15,110,430,25.58,0
1992,10,Ken Boyer,13,71,430,16.51,0
1992,11,Dick Allen,9,69,430,16.05,0
1992,12,Minnie Minoso,8,69,430,16.05,0
1992,13,Joe Torre,10,62,430,14.42,0
1992,14,Luis Tiant,5,50,430,11.63,0
1992,15,Mickey Lolich,8,45,430,10.47,0
1992,16,Curt Flood,11,42,430,9.77,0
1992,17,Pete Rose,1,41,430,9.53,0
1992,18,Bobby Bonds,6,40,430,9.3,0
1992,19,Vada Pinson,11,36,430,8.37,0
1992,20,Thurman Munson,12,32,430,7.44,0
1992,21,Rusty Staub,2,26,430,6.05,0
1992,22,George Foster,1,24,430,5.58,0
1992,23,Vida Blue,1,23,430,5.35,0
1992,24,Bobby Grich,1,11,430,2.56,0
1992,25,Dusty Baker,1,4,430,0.93,0
1992,26,Bill Russell,1,3,430,0.7,0
1992,27,Dave Kingman,1,3,430,0.7,0
1992,28,Steve Yeager,1,2,430,0.47,0
1992,29,Cesar Cedeno,1,2,430,0.47,0
1992,30,Dennis Leonard,1,1,430,0.23,0
1992,31,Toby Harrah,1,1,430,0.23,0
1992,32,Ben Oglivie,1,0,430,0,0
1992,33,Ken Forsch,1,0,430,0,0
1992,34,Garry Maddox,1,0,430,0,0
1992,35,Gorman Thomas,1,0,430,0,0
1992,36,John Denny,1,0,430,0,0
1992,37,Pete Vuckovich,1,0,430,0,0
1991,1,Rod Carew,1,401,443,90.52,0
1991,2,Gaylord Perry,3,342,443,77.2,0
1991,3,Fergie Jenkins,3,334,443,75.4,0
1991,4,Rollie Fingers,1,291,443,65.69,0
1991,5,Jim Bunning,15,282,443,63.66,0
1991,6,Orlando Cepeda,12,192,443,43.34,0
1991,7,Tony Oliva,10,160,443,36.12,0
1991,8,Bill Mazeroski,14,142,443,32.05,0
1991,9,Ron Santo,8,116,443,26.19,0
1991,10,Harvey Kuenn,15,100,443,22.57,0
1991,11,Jim Kaat,3,62,443,14,0
1991,12,Maury Wills,14,61,443,13.77,0
1991,13,Dick Allen,8,59,443,13.32,0
1991,14,Ken Boyer,12,58,443,13.09,0
1991,15,Joe Torre,9,41,443,9.26,0
1991,16,Bobby Bonds,5,39,443,8.8,0
1991,17,Minnie Minoso,7,38,443,8.58,0
1991,18,Mickey Lolich,7,33,443,7.45,0
1991,19,Luis Tiant,4,32,443,7.22,0
1991,20,Vada Pinson,10,30,443,6.77,0
1991,21,Thurman Munson,11,28,443,6.32,0
1991,22,Rusty Staub,1,28,443,6.32,0
1991,23,Curt Flood,10,23,443,5.19,0
1991,24,Al Oliver,1,19,443,4.29,0
1991,25,Sparky Lyle,4,15,443,3.39,0
1991,26,Larry Bowa,1,11,443,2.48,0
1991,27,Jerry Koosman,1,4,443,0.9,0
1991,28,John Lowenstein,1,1,443,0.23,0
1991,29,Jeff Burroughs,1,1,443,0.23,0
1991,30,Mike Jorgensen,1,1,443,0.23,0
1991,31,Ellis Valentine,1,1,443,0.23,0
1991,32,Mike Hargrove,1,1,443,0.23,0
1991,33,Richie Hebner,1,1,443,0.23,0
1991,34,Burt Hooton,1,1,443,0.23,0
1991,35,Oscar Gamble,1,0,443,0,0
1991,36,Bob Bailor,1,0,443,0,0
1991,37,Larry Gura,1,0,443,0,0
1991,38,John Wathan,1,0,443,0,0
1991,39,Bruce Kison,1,0,443,0,0
1991,40,Steve Rogers,1,0,443,0,0
1991,41,Rich Dauer,1,0,443,0,0
1991,42,Pat Zachry,1,0,443,0,0
1991,43,Al Bumbry,1,0,443,0,0
1991,44,Art Howe,1,0,443,0,0
1991,45,Geoff Zahn,1,0,443,0,0
1990,1,Jim Palmer,1,411,444,92.57,0
1990,2,Joe Morgan,1,363,444,81.76,0
1990,3,Gaylord Perry,2,320,444,72.07,0
1990,4,Fergie Jenkins,2,296,444,66.67,0
1990,5,Jim Bunning,14,257,444,57.88,0
1990,6,Orlando Cepeda,11,211,444,47.52,0
1990,7,Tony Oliva,9,142,444,31.98,0
1990,8,Bill Mazeroski,13,131,444,29.5,0
1990,9,Harvey Kuenn,14,107,444,24.1,0
1990,10,Ron Santo,7,96,444,21.62,0
1990,11,Maury Wills,13,95,444,21.4,0
1990,12,Jim Kaat,2,79,444,17.79,0
1990,13,Ken Boyer,11,78,444,17.57,0
1990,14,Dick Allen,7,58,444,13.06,0
1990,15,Joe Torre,8,55,444,12.39,0
1990,16,Minnie Minoso,6,51,444,11.49,0
1990,17,Roy Face,15,50,444,11.26,0
1990,18,Luis Tiant,3,42,444,9.46,0
1990,19,Vada Pinson,9,36,444,8.11,0
1990,20,Curt Flood,9,35,444,7.88,0
1990,21,Thurman Munson,10,33,444,7.43,0
1990,22,Bobby Bonds,4,30,444,6.76,0
1990,23,Mickey Lolich,6,27,444,6.08,0
1990,24,Sparky Lyle,3,25,444,5.63,0
1990,25,Tug McGraw,1,6,444,1.35,0
1990,26,Bucky Dent,1,3,444,0.68,0
1990,27,Bob Watson,1,3,444,0.68,0
1990,28,Mickey Rivers,1,2,444,0.45,0
1990,29,Rick Monday,1,2,444,0.45,0
1990,30,Lou Piniella,1,2,444,0.45,0
1990,31,Jerry Remy,1,1,444,0.23,0
1990,32,Jim Bibby,1,1,444,0.23,0
1990,33,Greg Luzinski,1,1,444,0.23,0
1990,34,Mike Torrez,1,1,444,0.23,0
1990,35,John Stearns,1,0,444,0,0
1990,36,Mike Caldwell,1,0,444,0,0
1990,37,Champ Summers,1,0,444,0,0
1990,38,Amos Otis,1,0,444,0,0
1990,39,Dick Tidrow,1,0,444,0,0
1990,40,Tony Scott,1,0,444,0,0
1990,41,Jose Morales,1,0,444,0,0
1990,42,Ken Singleton,1,0,444,0,0
1990,43,Paul Splittorff,1,0,444,0,0
1990,44,Roy Howell,1,0,444,0,0
1989,1,Johnny Bench,1,431,447,96.42,0
1989,2,Carl Yastrzemski,1,423,447,94.63,0
1989,3,Gaylord Perry,1,304,447,68.01,0
1989,4,Jim Bunning,13,283,447,63.31,0
1989,5,Fergie Jenkins,1,234,447,52.35,0
1989,6,Orlando Cepeda,10,176,447,39.37,0
1989,7,Tony Oliva,8,135,447,30.2,0
1989,8,Bill Mazeroski,12,134,447,29.98,0
1989,9,Harvey Kuenn,13,115,447,25.73,0
1989,10,Maury Wills,12,95,447,21.25,0
1989,11,Jim Kaat,1,87,447,19.46,0
1989,12,Ron Santo,6,75,447,16.78,0
1989,13,Ken Boyer,10,62,447,13.87,0
1989,14,Minnie Minoso,5,59,447,13.2,0
1989,15,Roy Face,14,47,447,10.51,0
1989,16,Luis Tiant,2,47,447,10.51,0
1989,17,Mickey Lolich,5,47,447,10.51,0
1989,18,Joe Torre,7,40,447,8.95,0
1989,19,Dick Allen,6,35,447,7.83,0
1989,20,Vada Pinson,8,33,447,7.38,0
1989,21,Thurman Munson,9,31,447,6.94,0
1989,22,Bobby Bonds,3,29,447,6.49,0
1989,23,Curt Flood,8,27,447,6.04,0
1989,24,Sparky Lyle,2,25,447,5.59,0
1989,25,Bert Campaneris,1,14,447,3.13,0
1989,26,Wilbur Wood,6,14,447,3.13,0
1989,27,Manny Mota,2,9,447,2.01,0
1989,28,Bobby Murcer,1,3,447,0.67,0
1989,29,Gene Tenace,1,1,447,0.22,0
1989,30,Don Money,1,1,447,0.22,0
1989,31,Terry Crowley,1,0,447,0,0
1989,32,Richie Zisk,1,0,447,0,0
1989,33,Rudy May,1,0,447,0,0
1989,34,Joe Ferguson,1,0,447,0,0
1989,35,Bake McBride,1,0,447,0,0
1989,36,Woodie Fryman,1,0,447,0,0
1989,37,Bill Robinson,1,0,447,0,0
1989,38,Cesar Geronimo,1,0,447,0,0
1989,39,Jon Matlack,1,0,447,0,0
1989,40,Jim Barr,1,0,447,0,0
1989,41,Dave Goltz,1,0,447,0,0
1988,1,Willie Stargell,1,352,427,82.44,0
1988,2,Jim Bunning,12,317,427,74.24,0
1988,3,Tony Oliva,7,202,427,47.31,0
1988,4,Orlando Cepeda,9,199,427,46.6,0
1988,5,Roger Maris,15,184,427,43.09,0
1988,6,Harvey Kuenn,12,168,427,39.34,0
1988,7,Bill Mazeroski,11,143,427,33.49,0
1988,8,Luis Tiant,1,132,427,30.91,0
1988,9,Maury Wills,11,127,427,29.74,0
1988,10,Ken Boyer,9,109,427,25.53,0
1988,11,Mickey Lolich,4,109,427,25.53,0
1988,12,Ron Santo,5,108,427,25.29,0
1988,13,Minnie Minoso,4,90,427,21.08,0
1988,14,Roy Face,13,79,427,18.5,0
1988,15,Vada Pinson,7,67,427,15.69,0
1988,16,Joe Torre,6,60,427,14.05,0
1988,17,Sparky Lyle,1,56,427,13.11,0
1988,18,Elston Howard,15,53,427,12.41,0
1988,19,Dick Allen,5,52,427,12.18,0
1988,20,Curt Flood,7,48,427,11.24,0
1988,21,Thurman Munson,8,32,427,7.49,0
1988,22,Don Larsen,15,31,427,7.26,0
1988,23,Wilbur Wood,5,30,427,7.03,0
1988,24,Bobby Bonds,2,27,427,6.32,0
1988,25,Manny Mota,1,18,427,4.22,0
1988,26,Mark Belanger,1,16,427,3.75,0
1988,27,Lee May,1,3,427,0.7,0
1988,28,Reggie Smith,1,3,427,0.7,0
1988,29,Bill Lee,1,3,427,0.7,0
1988,30,Al Hrabosky,1,1,427,0.23,0
1988,31,Doc Medich,1,0,427,0,0
1988,32,Grant Jackson,1,0,427,0,0
1988,33,John Milner,1,0,427,0,0
1988,34,Stan Bahnsen,1,0,427,0,0
1988,35,Joe Rudi,1,0,427,0,0
1988,36,Randy Jones,1,0,427,0,0
1988,37,Del Unser,1,0,427,0,0
1988,38,John Mayberry,1,0,427,0,0
1988,39,Willie Montanez,1,0,427,0,0
1988,40,Ross Grimsley,1,0,427,0,0
1988,41,Larry Hisle,1,0,427,0,0
1988,42,Rick Wise,1,0,427,0,0
1988,43,Jim Spencer,1,0,427,0,0
1988,44,Lynn McGlothen,1,0,427,0,0
1987,1,Billy Williams,6,354,413,85.71,0
1987,2,Catfish Hunter,3,315,413,76.27,0
1987,3,Jim Bunning,11,289,413,69.98,0
1987,4,Orlando Cepeda,8,179,413,43.34,0
1987,5,Roger Maris,14,176,413,42.62,0
1987,6,Tony Oliva,6,160,413,38.74,0
1987,7,Harvey Kuenn,11,144,413,34.87,0
1987,8,Bill Mazeroski,10,125,413,30.27,0
1987,9,Maury Wills,10,113,413,27.36,0
1987,10,Lew Burdette,15,96,413,23.24,0
1987,11,Ken Boyer,8,96,413,23.24,0
1987,12,Mickey Lolich,3,84,413,20.34,0
1987,13,Minnie Minoso,3,82,413,19.85,0
1987,14,Roy Face,12,78,413,18.89,0
1987,15,Ron Santo,4,78,413,18.89,0
1987,16,Dick Allen,4,55,413,13.32,0
1987,17,Curt Flood,6,50,413,12.11,0
1987,18,Vada Pinson,6,48,413,11.62,0
1987,19,Joe Torre,5,47,413,11.38,0
1987,20,Elston Howard,14,44,413,10.65,0
1987,21,Don Larsen,14,30,413,7.26,0
1987,22,Thurman Munson,7,28,413,6.78,0
1987,23,Wilbur Wood,4,26,413,6.3,0
1987,24,Bobby Bonds,1,24,413,5.81,0
1987,25,Mike Marshall,1,6,413,1.45,0
1987,26,Sal Bando,1,3,413,0.73,0
1987,27,Steve Stone,1,0,413,0,0
1987,28,Jerry Grote,1,0,413,0,0
1986,1,Willie McCovey,1,346,425,81.41,0
1986,2,Billy Williams,5,315,425,74.12,0
1986,3,Catfish Hunter,2,289,425,68,0
1986,4,Jim Bunning,10,279,425,65.65,0
1986,5,Roger Maris,13,177,425,41.65,0
1986,6,Tony Oliva,5,154,425,36.24,0
1986,7,Orlando Cepeda,7,152,425,35.76,0
1986,8,Harvey Kuenn,10,144,425,33.88,0
1986,9,Maury Wills,9,124,425,29.18,0
1986,10,Bill Mazeroski,9,100,425,23.53,0
1986,11,Lew Burdette,14,96,425,22.59,0
1986,12,Ken Boyer,7,95,425,22.35,0
1986,13,Minnie Minoso,2,89,425,20.94,0
1986,14,Mickey Lolich,2,86,425,20.24,0
1986,15,Roy Face,11,74,425,17.41,0
1986,16,Ron Santo,3,64,425,15.06,0
1986,17,Joe Torre,4,60,425,14.12,0
1986,18,Elston Howard,13,51,425,12,0
1986,19,Curt Flood,5,45,425,10.59,0
1986,20,Vada Pinson,5,43,425,10.12,0
1986,21,Dick Allen,3,41,425,9.65,0
1986,22,Thurman Munson,6,35,425,8.24,0
1986,23,Don Larsen,13,33,425,7.76,0
1986,24,Wilbur Wood,3,23,425,5.41,0
1986,25,Tim McCarver,1,16,425,3.76,0
1986,26,Dave McNally,4,12,425,2.82,0
1986,27,John Hiller,1,11,425,2.59,0
1986,28,Paul Blair,1,8,425,1.88,0
1986,29,J.R. Richard,1,7,425,1.65,0
1986,30,Ken Holtzman,2,5,425,1.18,0
1986,31,Willie Horton,1,4,425,0.94,0
1986,32,Andy Messersmith,2,3,425,0.71,0
1986,33,Jim Lonborg,2,3,425,0.71,0
1986,34,Manny Sanguillen,1,2,425,0.47,0
1986,35,Dave Cash,1,2,425,0.47,0
1986,36,Jack Billingham,1,1,425,0.24,0
1986,37,George Scott,2,1,425,0.24,0
1986,38,Bud Harrelson,1,1,425,0.24,0
1986,39,Jose Cardenal,1,1,425,0.24,0
1986,40,Vic Davalillo,1,0,425,0,0
1986,41,Darold Knowles,1,0,425,0,0
1985,1,Hoyt Wilhelm,8,331,395,83.8,0
1985,2,Lou Brock,1,315,395,79.75,0
1985,3,Nellie Fox,15,295,395,74.68,0
1985,4,Billy Williams,4,252,395,63.8,0
1985,5,Jim Bunning,9,214,395,54.18,0
1985,6,Catfish Hunter,1,212,395,53.67,0
1985,7,Roger Maris,12,128,395,32.41,0
1985,8,Harvey Kuenn,9,125,395,31.65,0
1985,9,Orlando Cepeda,6,114,395,28.86,0
1985,10,Tony Oliva,4,114,395,28.86,0
1985,11,Maury Wills,8,93,395,23.54,0
1985,12,Bill Mazeroski,8,87,395,22.03,0
1985,13,Lew Burdette,13,82,395,20.76,0
1985,14,Mickey Lolich,1,78,395,19.75,0
1985,15,Ken Boyer,6,68,395,17.22,0
1985,16,Roy Face,10,62,395,15.7,0
1985,17,Elston Howard,12,54,395,13.67,0
1985,18,Ron Santo,2,53,395,13.42,0
1985,19,Joe Torre,3,44,395,11.14,0
1985,20,Don Larsen,12,32,395,8.1,0
1985,21,Thurman Munson,5,32,395,8.1,0
1985,22,Curt Flood,4,28,395,7.09,0
1985,23,Dick Allen,2,28,395,7.09,0
1985,24,Vada Pinson,4,19,395,4.81,0
1985,25,Wilbur Wood,2,16,395,4.05,0
1985,26,Harvey Haddix,10,15,395,3.8,0
1985,27,Dave McNally,3,7,395,1.77,0
1985,28,Ken Holtzman,1,4,395,1.01,0
1985,29,Andy Messersmith,1,3,395,0.76,0
1985,30,Jim Lonborg,1,3,395,0.76,0
1985,31,Ron Fairly,2,3,395,0.76,0
1985,32,Don Kessinger,1,2,395,0.51,0
1985,33,Denny McLain,3,2,395,0.51,0
1985,34,Rico Carty,1,1,395,0.25,0
1985,35,Jesus Alou,1,1,395,0.25,0
1985,36,Dock Ellis,1,1,395,0.25,0
1985,37,Clay Carroll,2,0,395,0,0
1985,38,Ed Kranepool,1,0,395,0,0
1985,39,George Scott,1,0,395,0,0
1985,40,Bobby Tolan,1,0,395,0,0
1985,41,Roy White,1,0,395,0,0
1984,1,Luis Aparicio,6,341,403,84.62,0
1984,2,Harmon Killebrew,4,335,403,83.13,0
1984,3,Don Drysdale,10,316,403,78.41,0
1984,4,Hoyt Wilhelm,7,290,403,71.96,0
1984,5,Nellie Fox,14,246,403,61.04,0
1984,6,Billy Williams,3,202,403,50.12,0
1984,7,Jim Bunning,8,201,403,49.88,0
1984,8,Tony Oliva,3,124,403,30.77,0
1984,9,Orlando Cepeda,5,124,403,30.77,0
1984,10,Roger Maris,11,107,403,26.55,0
1984,11,Harvey Kuenn,8,106,403,26.3,0
1984,12,Maury Wills,7,104,403,25.81,0
1984,13,Lew Burdette,12,97,403,24.07,0
1984,14,Bill Mazeroski,7,74,403,18.36,0
1984,15,Roy Face,9,65,403,16.13,0
1984,16,Joe Torre,2,45,403,11.17,0
1984,17,Elston Howard,11,45,403,11.17,0
1984,18,Thurman Munson,4,29,403,7.2,0
1984,19,Don Larsen,11,25,403,6.2,0
1984,20,Wilbur Wood,1,14,403,3.47,0
1984,21,Jim Fregosi,1,4,403,0.99,0
1984,22,Jim Bouton,1,3,403,0.74,0
1984,23,Davey Johnson,1,3,403,0.74,0
1984,24,Mickey Stanley,1,2,403,0.5,0
1984,25,Nelson Briles,1,1,403,0.25,0
1984,26,Clay Carroll,1,1,403,0.25,0
1984,27,Bob Bailey,1,1,403,0.25,0
1984,28,Ron Fairly,1,0,403,0,0
1984,29,Jim Colborn,1,0,403,0,0
1983,1,Brooks Robinson,1,344,374,91.98,0
1983,2,Juan Marichal,3,313,374,83.69,0
1983,3,Harmon Killebrew,3,269,374,71.93,0
1983,4,Luis Aparicio,5,252,374,67.38,0
1983,5,Hoyt Wilhelm,6,243,374,64.97,0
1983,6,Don Drysdale,9,242,374,64.71,0
1983,7,Gil Hodges,15,237,374,63.37,0
1983,8,Nellie Fox,13,173,374,46.26,0
1983,9,Billy Williams,2,153,374,40.91,0
1983,10,Red Schoendienst,15,146,374,39.04,0
1983,11,Jim Bunning,7,138,374,36.9,0
1983,12,Maury Wills,6,77,374,20.59,0
1983,13,Harvey Kuenn,7,77,374,20.59,0
1983,14,Tony Oliva,2,75,374,20.05,0
1983,15,Roger Maris,10,69,374,18.45,0
1983,16,Orlando Cepeda,4,59,374,15.78,0
1983,17,Bill Mazeroski,6,48,374,12.83,0
1983,18,Lew Burdette,11,43,374,11.5,0
1983,19,Elston Howard,10,32,374,8.56,0
1983,20,Roy Face,8,32,374,8.56,0
1983,21,Don Larsen,10,22,374,5.88,0
1983,22,Joe Torre,1,20,374,5.35,0
1983,23,Thurman Munson,3,18,374,4.81,0
1983,24,Dick Allen,1,14,374,3.74,0
1983,25,Vada Pinson,3,12,374,3.21,0
1983,26,Jim Perry,2,7,374,1.87,0
1983,27,Boog Powell,1,5,374,1.34,0
1983,28,Ray Sadecki,1,2,374,0.53,0
1983,29,Tommy Helms,1,1,374,0.27,0
1983,30,Felix Millan,1,1,374,0.27,0
1983,31,Dave Giusti,1,1,374,0.27,0
1983,32,Jim Wynn,1,0,374,0,0
1983,33,Bill Melton,1,0,374,0,0
1983,34,Pat Dobson,1,0,374,0,0
1983,35,Diego Segui,1,0,374,0,0
1983,36,Al Downing,1,0,374,0,0
1983,37,Bill Singer,1,0,374,0,0
1983,38,Doug Rader,1,0,374,0,0
1983,39,Joe Hoerner,1,0,374,0,0
1983,40,Gary Nolan,1,0,374,0,0
1983,41,Carlos May,1,0,374,0,0
1983,42,Cookie Rojas,1,0,374,0,0
1983,43,Randy Hundley,1,0,374,0,0
1983,44,Mike Cuellar,1,0,374,0,0
1983,45,Ken McMullen,1,0,374,0,0
1983,46,Larry Dierker,1,0,374,0,0
1982,1,Hank Aaron,1,406,415,97.83,0
1982,2,Frank Robinson,1,370,415,89.16,0
1982,3,Juan Marichal,2,305,415,73.49,0
1982,4,Harmon Killebrew,2,246,415,59.28,0
1982,5,Hoyt Wilhelm,5,236,415,56.87,0
1982,6,Don Drysdale,8,233,415,56.14,0
1982,7,Gil Hodges,14,205,415,49.4,0
1982,8,Luis Aparicio,4,174,415,41.93,0
1982,9,Jim Bunning,6,138,415,33.25,0
1982,10,Red Schoendienst,14,135,415,32.53,0
1982,11,Nellie Fox,12,127,415,30.6,0
1982,12,Richie Ashburn,15,126,415,30.36,0
1982,13,Billy Williams,1,97,415,23.37,0
1982,14,Maury Wills,5,91,415,21.93,0
1982,15,Roger Maris,9,69,415,16.63,0
1982,16,Tony Oliva,1,63,415,15.18,0
1982,17,Harvey Kuenn,6,62,415,14.94,0
1982,18,Lew Burdette,10,43,415,10.36,0
1982,19,Orlando Cepeda,3,42,415,10.12,0
1982,20,Elston Howard,9,40,415,9.64,0
1982,21,Don Larsen,9,32,415,7.71,0
1982,22,Bill Mazeroski,5,28,415,6.75,0
1982,23,Thurman Munson,2,26,415,6.27,0
1982,24,Roy Face,7,22,415,5.3,0
1982,25,Vada Pinson,2,6,415,1.45,0
1982,26,Dave McNally,2,5,415,1.2,0
1982,27,Tommy Davis,1,5,415,1.2,0
1982,28,Rico Petrocelli,1,3,415,0.72,0
1982,29,Lindy McDaniel,2,3,415,0.72,0
1982,30,Bill Freehan,1,2,415,0.48,0
1982,31,Jim Brewer,1,2,415,0.48,0
1982,32,Claude Osteen,2,1,415,0.24,0
1982,33,Leo Cardenas,2,1,415,0.24,0
1982,34,Gates Brown,2,0,415,0,0
1982,35,Sonny Siebert,2,0,415,0,0
1982,36,Alex Johnson,1,0,415,0,0
1982,37,Tony Taylor,1,0,415,0,0
1982,38,Deron Johnson,1,0,415,0,0
1982,39,Cesar Tovar,1,0,415,0,0
1982,40,Cleon Jones,1,0,415,0,0
1982,41,Tommy Harper,1,0,415,0,0
1982,42,Jim Northrup,2,0,415,0,0
1981,1,Bob Gibson,1,337,401,84.04,0
1981,2,Don Drysdale,7,243,401,60.6,0
1981,3,Gil Hodges,13,241,401,60.1,0
1981,4,Harmon Killebrew,1,239,401,59.6,0
1981,5,Hoyt Wilhelm,4,238,401,59.35,0
1981,6,Juan Marichal,1,233,401,58.1,0
1981,7,Nellie Fox,11,168,401,41.9,0
1981,8,Red Schoendienst,13,166,401,41.4,0
1981,9,Jim Bunning,5,164,401,40.9,0
1981,10,Maury Wills,4,163,401,40.65,0
1981,11,Luis Aparicio,3,148,401,36.91,0
1981,12,Richie Ashburn,14,142,401,35.41,0
1981,13,Roger Maris,8,94,401,23.44,0
1981,14,Harvey Kuenn,5,93,401,23.19,0
1981,15,Elston Howard,8,83,401,20.7,0
1981,16,Orlando Cepeda,2,77,401,19.2,0
1981,17,Thurman Munson,1,62,401,15.46,0
1981,18,Ted Kluszewski,15,56,401,13.97,0
1981,19,Lew Burdette,9,48,401,11.97,0
1981,20,Bill Mazeroski,4,38,401,9.48,0
1981,21,Don Larsen,8,33,401,8.23,0
1981,22,Roy Face,6,23,401,5.74,0
1981,23,Vada Pinson,1,18,401,4.49,0
1981,24,Jim Perry,1,6,401,1.5,0
1981,25,Dave McNally,1,5,401,1.25,0
1981,26,Claude Osteen,1,2,401,0.5,0
1981,27,Leo Cardenas,1,1,401,0.25,0
1981,28,Glenn Beckert,1,1,401,0.25,0
1981,29,Sonny Siebert,1,1,401,0.25,0
1981,30,Gates Brown,1,1,401,0.25,0
1981,31,Jim Northrup,1,1,401,0.25,0
1981,32,Lindy McDaniel,1,1,401,0.25,0
1981,33,Bobby Locke,1,0,401,0,0
1981,34,Sam McDowell,1,0,401,0,0
1981,35,Ken Berry,1,0,401,0,0
1981,36,John Briggs,1,0,401,0,0
1981,37,Dal Maxvill,1,0,401,0,0
1981,38,Dick McAuliffe,1,0,401,0,0
1981,39,Bill Hands,1,0,401,0,0
1980,1,Al Kaline,1,340,385,88.31,0
1980,2,Duke Snider,11,333,385,86.49,0
1980,3,Don Drysdale,6,238,385,61.82,0
1980,4,Gil Hodges,12,230,385,59.74,0
1980,5,Hoyt Wilhelm,3,209,385,54.29,0
1980,6,Jim Bunning,4,177,385,45.97,0
1980,7,Red Schoendienst,12,164,385,42.6,0
1980,8,Nellie Fox,10,161,385,41.82,0
